"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c320f30d2e32",,,,"User:","root"
"Cmdline:","dstat --time --cpu --mem --io --net --tcp --output /data/metrics/hadoop/soc-LiveJournal1/indegree.dstat.csv 1",,,,"Date:","30 Oct 2025 08:45:12 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"io/total",,"net/total",,"tcp sockets",,,,
30-10 08:49:54,4.397,1.508,93.719,0.0,0.0,0.377,2921025536.0,13422592.0,1394065408.0,5941460992.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:49:55,5.335,1.365,92.308,0.0,0.0,0.993,2921025536.0,13422592.0,1394065408.0,5941460992.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:49:56,6.274,1.129,91.719,0.502,0.0,0.376,2929025024.0,13430784.0,1394057216.0,5933461504.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:49:57,3.750,1.625,94.250,0.0,0.0,0.375,2929025024.0,13430784.0,1394057216.0,5933461504.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:49:58,11.375,0.250,88.250,0.0,0.0,0.125,2929025024.0,13438976.0,1394049024.0,5933461504.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:49:59,12.625,0.125,87.250,0.0,0.0,0.0,2929025024.0,13438976.0,1394049024.0,5933461504.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:00,11.875,0.875,87.250,0.0,0.0,0.0,2930032640.0,13438976.0,1423233024.0,5903269888.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:01,10.263,2.753,85.982,0.0,0.0,1.001,2931142656.0,13447168.0,1423364096.0,5902020608.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:02,4.403,1.258,94.214,0.0,0.0,0.126,2931142656.0,13447168.0,1423364096.0,5902020608.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:03,4.981,2.366,91.656,0.0,0.0,0.996,2926927872.0,13447168.0,1423364096.0,5906235392.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:04,4.010,1.003,94.486,0.0,0.0,0.501,2926829568.0,13447168.0,1423364096.0,5906333696.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:05,4.391,0.878,94.228,0.0,0.0,0.502,2922958848.0,13447168.0,1423364096.0,5910204416.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:06,3.980,1.244,93.532,0.0,0.0,1.244,2922958848.0,13447168.0,1423364096.0,5910204416.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:07,10.638,0.501,88.110,0.751,0.0,0.0,2923208704.0,13467648.0,1423351808.0,5909946368.0,1.0,31.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:08,12.531,0.0,87.469,0.0,0.0,0.0,2923044864.0,13467648.0,1423515648.0,5909946368.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:09,10.314,0.755,88.931,0.0,0.0,0.0,2922246144.0,13467648.0,1452699648.0,5881561088.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:10,8.354,0.886,90.633,0.0,0.0,0.127,2922070016.0,13475840.0,1452867584.0,5881561088.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:11,19.874,15.346,64.277,0.0,0.0,0.503,3237826560.0,13475840.0,1457229824.0,5561442304.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:12,19.192,7.955,72.601,0.0,0.0,0.253,3451318272.0,13492224.0,1475190784.0,5329973248.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:13,12.798,2.008,84.693,0.0,0.0,0.502,3452334080.0,13492224.0,1495711744.0,5308436480.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:14,11.779,1.003,86.842,0.0,0.0,0.376,3452997632.0,13492224.0,1516724224.0,5286760448.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:15,11.750,1.125,87.0,0.0,0.0,0.125,3454103552.0,13492224.0,1549410304.0,5252968448.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:16,11.935,0.879,87.186,0.0,0.0,0.0,3455934464.0,13492224.0,1583964160.0,5216583680.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:17,12.217,0.504,87.280,0.0,0.0,0.0,3457175552.0,13500416.0,1618042880.0,5181255680.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:18,11.765,0.751,87.484,0.0,0.0,0.0,3458367488.0,13500416.0,1651429376.0,5146677248.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:19,11.875,0.875,87.250,0.0,0.0,0.0,3458920448.0,13500416.0,1688551424.0,5109002240.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:20,11.875,1.125,86.750,0.0,0.0,0.250,3460616192.0,13500416.0,1724506112.0,5071351808.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:21,14.214,2.013,83.522,0.0,0.0,0.252,3470753792.0,13500416.0,1756024832.0,5029695488.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:22,12.940,1.759,84.673,0.628,0.0,0.0,3466207232.0,13508608.0,1788715008.0,5001543680.0,0.0,58.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:23,12.360,1.748,85.393,0.0,0.0,0.499,3468365824.0,13508608.0,1819594752.0,4968505344.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:24,12.250,0.625,86.875,0.0,0.0,0.250,3469189120.0,13508608.0,1846886400.0,4940390400.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:25,11.721,0.998,86.783,0.0,0.0,0.499,3470086144.0,13508608.0,1877471232.0,4908908544.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:26,12.344,0.873,86.658,0.0,0.0,0.125,3470774272.0,13508608.0,1908523008.0,4877168640.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:27,11.875,0.750,87.250,0.125,0.0,0.0,3472138240.0,13516800.0,1938866176.0,4845453312.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:28,11.890,0.751,87.359,0.0,0.0,0.0,3472961536.0,13516800.0,1968750592.0,4814745600.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:29,11.905,0.752,87.343,0.0,0.0,0.0,3473920000.0,13516800.0,1997467648.0,4785070080.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:30,11.765,0.876,87.359,0.0,0.0,0.0,3475062784.0,13516800.0,2020814848.0,4760580096.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:31,13.181,2.028,84.664,0.0,0.0,0.127,3477630976.0,13516800.0,2047664128.0,4731162624.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:32,10.746,2.023,86.726,0.253,0.0,0.253,3478740992.0,13533184.0,2077233152.0,4700467200.0,1.0,94.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:33,12.984,1.623,85.144,0.0,0.0,0.250,3478298624.0,13533184.0,2111086592.0,4667056128.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:34,12.050,0.870,86.832,0.0,0.0,0.248,3479379968.0,13533184.0,2143539200.0,4633522176.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:35,11.985,1.248,86.267,0.0,0.0,0.499,3480875008.0,13537280.0,2175057920.0,4600504320.0,0.0,42.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:36,12.045,0.753,87.202,0.0,0.0,0.0,3481722880.0,13537280.0,2210078720.0,4564635648.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:37,12.329,0.996,86.052,0.125,0.0,0.498,3483140096.0,13553664.0,2246037504.0,4527243264.0,0.0,102.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:38,10.302,3.518,81.156,4.271,0.0,0.754,3488395264.0,13602816.0,2265423872.0,4502552576.0,3.0,289.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:39,9.034,1.757,86.449,2.635,0.0,0.125,3489533952.0,13606912.0,2291576832.0,4475256832.0,2.0,277.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:40,12.015,0.626,87.359,0.0,0.0,0.0,3490947072.0,13606912.0,2325504000.0,4439916544.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:41,12.657,2.506,84.336,0.0,0.0,0.501,3491971072.0,13606912.0,2352214016.0,4412182528.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:42,15.056,1.380,83.312,0.0,0.0,0.251,3509841920.0,13619200.0,2376122368.0,4370391040.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:43,33.871,2.109,62.531,0.0,0.0,1.489,3567902720.0,13619200.0,2376122368.0,4312330240.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:44,11.375,0.875,87.625,0.0,0.0,0.125,3568418816.0,13619200.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:45,9.799,1.005,88.945,0.0,0.0,0.251,3568418816.0,13619200.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:46,10.076,0.504,89.169,0.0,0.0,0.252,3568418816.0,13619200.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:47,10.474,0.374,88.155,0.623,0.0,0.374,3568410624.0,13627392.0,2376122368.0,4311814144.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:48,9.975,0.499,89.152,0.0,0.0,0.374,3568410624.0,13627392.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:49,9.572,0.378,89.798,0.0,0.0,0.252,3568410624.0,13627392.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:50,9.975,0.623,89.152,0.0,0.0,0.249,3568410624.0,13627392.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:51,11.278,1.504,86.967,0.0,0.0,0.251,3568410624.0,13627392.0,2376122368.0,4311814144.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:52,11.490,2.525,85.480,0.0,0.0,0.505,3572166656.0,13627392.0,2376122368.0,4308058112.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
30-10 08:50:53,14.068,4.816,80.608,0.380,0.0,0.127,3509297152.0,13635584.0,2376122368.0,4370919424.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:54,8.543,1.131,89.698,0.0,0.0,0.628,3509297152.0,13635584.0,2376122368.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:55,9.488,0.624,89.388,0.0,0.0,0.499,3509297152.0,13635584.0,2376122368.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:56,8.750,0.875,90.250,0.0,0.0,0.125,3509297152.0,13635584.0,2376122368.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:57,9.250,0.750,90.0,0.0,0.0,0.0,3509297152.0,13635584.0,2376122368.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:58,8.750,0.625,90.0,0.500,0.0,0.125,3509297152.0,13643776.0,2376114176.0,4370919424.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:50:59,9.023,0.501,90.476,0.0,0.0,0.0,3509297152.0,13643776.0,2376114176.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:00,7.750,1.0,91.250,0.0,0.0,0.0,3509293056.0,13643776.0,2376118272.0,4370919424.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:01,10.0,2.125,87.500,0.0,0.0,0.375,3510067200.0,13643776.0,2376118272.0,4370145280.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:02,8.105,0.748,90.773,0.0,0.0,0.374,3510067200.0,13643776.0,2376118272.0,4370145280.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:03,7.683,1.637,90.302,0.0,0.0,0.378,3510571008.0,13643776.0,2376118272.0,4369641472.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:04,7.187,1.239,91.202,0.0,0.0,0.372,3510571008.0,13643776.0,2376118272.0,4369641472.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:05,7.519,1.003,90.602,0.501,0.0,0.376,3510571008.0,13651968.0,2376110080.0,4369641472.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:06,10.276,0.877,88.722,0.0,0.0,0.125,3510571008.0,13651968.0,2376110080.0,4369641472.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:07,11.361,0.375,88.015,0.0,0.0,0.250,3510571008.0,13651968.0,2376110080.0,4369641472.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:08,10.889,0.501,88.360,0.0,0.0,0.250,3510571008.0,13651968.0,2376110080.0,4369641472.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:09,10.435,0.994,87.578,0.621,0.0,0.373,3510788096.0,13656064.0,2376118272.0,4369412096.0,1.0,96.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:10,10.0,0.750,88.750,0.0,0.0,0.500,3510788096.0,13656064.0,2376118272.0,4369412096.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:11,12.250,1.375,85.375,0.500,0.0,0.500,3511783424.0,13664256.0,2376138752.0,4368388096.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:12,5.473,4.602,89.428,0.0,0.0,0.498,3453419520.0,13664256.0,538353664.0,6264537088.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
30-10 08:51:13,2.516,1.509,95.723,0.0,0.0,0.252,3455438848.0,13664256.0,537677824.0,6263193600.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
